rank,year,chart,artist,featured_artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
2,2018,Hot R&B/Hip-Hop Songs,"Cardi B, Bad Bunny & J Balvin",NA,I Like It,0.867,0.725,5,-6.552,0,0.126,0.109,0,0.294,0.752,135.981,audio_features,251195,4
3,2018,Hot R&B/Hip-Hop Songs,Drake,NA,In My Feelings,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-5,0.396,0.35,91.03,audio_features,217925,4
4,2018,Hot R&B/Hip-Hop Songs,Post Malone,Ty Dolla $ign,Psycho,0.739,0.559,8,-8.011,1,0.117,0.58,0,0.112,0.439,140.124,audio_features,221440,4
5,2018,Hot R&B/Hip-Hop Songs,Drake,NA,Nice For What,0.586,0.909,8,-6.474,1,0.0705,0.0891,1.09e-4,0.119,0.757,93.394,audio_features,210747,4
6,2018,Hot R&B/Hip-Hop Songs,Post Malone,21 Savage,Rockstar,0.587,0.535,5,-6.09,0,0.0898,0.117,6.56e-5,0.131,0.14,159.847,audio_features,218147,4
7,2018,Hot R&B/Hip-Hop Songs,Juice WRLD,NA,Lucid Dreams,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,239836,4
8,2018,Hot R&B/Hip-Hop Songs,Post Malone,NA,Better Now,0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,audio_features,231267,4
9,2018,Hot R&B/Hip-Hop Songs,Bruno Mars & Cardi B,NA,Finesse,0.77,0.719,5,-8.201,0,0.0497,0.0202,0.89,0.0344,0.849,104.998,audio_features,217852,4
10,2018,Hot R&B/Hip-Hop Songs,Ella Mai,NA,Boo'd Up,0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,audio_features,256064,4
11,2018,Hot R&B/Hip-Hop Songs,BlocBoy JB,Drake,Look Alive,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-5,0.105,0.595,140.022,audio_features,181263,4
12,2018,Hot R&B/Hip-Hop Songs,XXXTENTACION,NA,Sad!,0.74,0.613,8,-4.88,1,0.145,0.258,0.0037200000000000002,0.123,0.473,75.023,audio_features,166606,4
13,2018,Hot R&B/Hip-Hop Songs,Lil Baby & Drake,NA,Yes Indeed,0.801,0.243,6,-15.05,1,0.0934,0.383,0.897,0.126,0.446,120.995,audio_features,141926,4
14,2018,Hot R&B/Hip-Hop Songs,Tyga,Offset,Taste,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,audio_features,232959,4
15,2018,Hot R&B/Hip-Hop Songs,6ix9ine,Nicki Minaj & Murda Beatz,FEFE,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,audio_features,179405,4
16,2018,Hot R&B/Hip-Hop Songs,"Migos, Nicki Minaj & Cardi B",NA,MotorSport,0.698,0.832,2,-4.497,1,0.103,0.0681,0.789,0.259,0.73,139.011,audio_features,190747,4
17,2018,Hot R&B/Hip-Hop Songs,NF,NA,Let You Down,0.656,0.721,5,-5.665,0,0.122,0.298,0,0.173,0.468,148.066,audio_features,212120,4
18,2018,Hot R&B/Hip-Hop Songs,G-Eazy,A$AP Rocky & Cardi B,No Limit,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,audio_features,245387,4
19,2018,Hot R&B/Hip-Hop Songs,The Weeknd & Kendrick Lamar,NA,Pray For Me,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-5,0.111,0.188,100.584,audio_features,211440,4
20,2018,Hot R&B/Hip-Hop Songs,Lil Pump,NA,Gucci Gang,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,audio_features,124056,4
21,2018,Hot R&B/Hip-Hop Songs,Travis Scott,NA,Sicko Mode,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,audio_features,312820,4
22,2018,Hot R&B/Hip-Hop Songs,Migos,Drake,Walk It Talk It,0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,audio_features,276147,4
23,2018,Hot R&B/Hip-Hop Songs,G-Eazy & Halsey,NA,Him & I,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,audio_features,268867,4
24,2018,Hot R&B/Hip-Hop Songs,Migos,NA,Stir Fry,0.815,0.816,2,-5.474,1,0.269,0.00299,0,0.159,0.498,181.967,audio_features,190288,4
25,2018,Hot R&B/Hip-Hop Songs,Kendrick Lamar & SZA,NA,All The Stars,0.698,0.633,8,-4.946,1,0.0597,0.0605,1.94e-4,0.0926,0.552,96.924,audio_features,232187,4
26,2018,Hot R&B/Hip-Hop Songs,Childish Gambino,NA,This Is America,0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,audio_features,225773,4
27,2018,Hot R&B/Hip-Hop Songs,Drake,NA,Nonstop,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,audio_features,238614,4
28,2018,Hot R&B/Hip-Hop Songs,Post Malone,NA,I Fall Apart,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,audio_features,223347,4
29,2018,Hot R&B/Hip-Hop Songs,Lil Dicky,Chris Brown,Freaky Friday,0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,audio_features,216632,4
30,2018,Hot R&B/Hip-Hop Songs,6ix9ine,NA,Gummo,0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,audio_features,157643,4
31,2018,Hot R&B/Hip-Hop Songs,Offset & Metro Boomin,NA,Ric Flair Drip,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-5,0.114,0.333,100.007,audio_features,172800,4
32,2018,Hot R&B/Hip-Hop Songs,Cardi B,NA,Be Careful,0.82,0.568,6,-8.23,0,0.411,0.0256,0,0.0952,0.535,152.279,audio_features,210787,4
33,2018,Hot R&B/Hip-Hop Songs,Rich The Kid,NA,Plug Walk,0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,audio_features,175230,4
34,2018,Hot R&B/Hip-Hop Songs,Cardi B,21 Savage,Bartier Cardi,0.908,0.524,1,-7.955,1,0.181,0.00111,6.78e-4,0.383,0.109,138.015,audio_features,224285,4
35,2018,Hot R&B/Hip-Hop Songs,YG,"2 Chainz, Big Sean & Nicki Minaj",Big Bank,0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,audio_features,237240,4
36,2018,Hot R&B/Hip-Hop Songs,Kendrick Lamar,Zacari,Love.,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,audio_features,213400,4
37,2018,Hot R&B/Hip-Hop Songs,XXXTENTACION,NA,Moonlight,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,135090,4
38,2018,Hot R&B/Hip-Hop Songs,DJ Khaled,"Justin Bieber, Chance The Rapper & Quavo",No Brainer,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,audio_features,260000,5
39,2018,Hot R&B/Hip-Hop Songs,A$AP Ferg,Nicki Minaj,Plain Jane,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,audio_features,173600,4
40,2018,Hot R&B/Hip-Hop Songs,Gucci Mane,Migos,I Get The Bag,0.89,0.633,11,-5.475,1,0.168,0.0232,3.43e-4,0.0993,0.425,139.948,audio_features,233087,4
41,2018,Hot R&B/Hip-Hop Songs,"Jay Rock, Kendrick Lamar, Future & James Blake",NA,King's Dead,0.563,0.717,1,-5.186,1,0.337,8.74e-4,0,0.183,0.427,82.064,audio_features,229670,4
42,2018,Hot R&B/Hip-Hop Songs,N*E*R*D & Rihanna,NA,Lemon,0.916,0.727,1,-6.556,1,0.0861,0.00214,1.45e-4,0.118,0.201,94.997,audio_features,219707,4
43,2018,Hot R&B/Hip-Hop Songs,The Weeknd,NA,Call Out My Name,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,audio_features,228373,3
44,2018,Hot R&B/Hip-Hop Songs,Cardi B,NA,Bodak Yellow (Money Moves),0.813,0.574,9,-9.401,1,0.0577,0.0606,0,0.428,0.546,124.982,audio_features,220395,3
45,2018,Hot R&B/Hip-Hop Songs,Drake,NA,I'm Upset,0.899,0.586,11,-7.866,0,0.344,0.279,0,0.0836,0.492,150.001,audio_features,214467,4
46,2018,Hot R&B/Hip-Hop Songs,Ella Mai,NA,Trip,0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,audio_features,213993,4
47,2018,Hot R&B/Hip-Hop Songs,Miguel,Travis Scott,Sky Walker,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,audio_features,259333,4
48,2018,Hot R&B/Hip-Hop Songs,YoungBoy Never Broke Again,NA,Outside Today,0.851,0.666,11,-5.334,0,0.0694,0.139,0,0.105,0.0585,134.068,audio_features,129105,4
49,2018,Hot R&B/Hip-Hop Songs,Nicki Minaj,NA,Chun-Li,0.69,0.729,6,-5.08,0,0.372,0.276,5.08e-5,0.106,0.478,128.96,audio_features,191600,5
50,2018,Hot R&B/Hip-Hop Songs,XXXTENTACION,NA,Changes,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,audio_features,121887,4
51,2018,Hot R&B/Hip-Hop Songs,Rae Sremmurd & Juicy J,NA,Powerglide,0.704,0.666,11,-10.307,0,0.0527,0.0478,4.45e-5,0.108,0.527,174.054,audio_features,331583,4
52,2018,Hot R&B/Hip-Hop Songs,Eminem,Ed Sheeran,River,0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,audio_features,221013,4
53,2018,Hot R&B/Hip-Hop Songs,The Carters,NA,Apes**t,0.698,0.783,2,-6.503,1,0.266,0.016,0,0.176,0.378,160.034,audio_features,264853,4
54,2018,Hot R&B/Hip-Hop Songs,Rich The Kid,Kendrick Lamar,New Freezer,0.884,0.698,0,-9.101,1,0.364,0.0405,0,0.195,0.575,140.068,audio_features,191938,4
55,2018,Hot R&B/Hip-Hop Songs,Juice WRLD,NA,All Girls Are The Same,0.671,0.529,0,-7.226,1,0.307,0.0769,3.35e-4,0.0856,0.203,161.989,audio_features,165820,4
56,2018,Hot R&B/Hip-Hop Songs,Kanye West & Lil Pump,NA,I Love It,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,audio_features,127947,4
57,2018,Hot R&B/Hip-Hop Songs,Lil Baby & Gunna,NA,Drip Too Hard,0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,audio_features,145543,4
58,2018,Hot R&B/Hip-Hop Songs,Lil Uzi Vert,Nicki Minaj,The Way Life Goes,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,audio_features,221747,4
59,2018,Hot R&B/Hip-Hop Songs,Sheck Wes,NA,Mo Bamba,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,audio_features,183907,4
60,2018,Hot R&B/Hip-Hop Songs,Famous Dex,NA,Japan,0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,audio_features,142000,4
61,2018,Hot R&B/Hip-Hop Songs,Cardi B,Kehlani,Ring,0.767,0.543,1,-7.881,0,0.103,0.049,0,0.115,0.485,106.029,audio_features,177140,4
62,2018,Hot R&B/Hip-Hop Songs,Post Malone,NA,Candy Paint,0.67,0.654,4,-5.944,1,0.153,0.627,1.02e-6,0.071,0.438,180.024,audio_features,227533,4
63,2018,Hot R&B/Hip-Hop Songs,YBN Nahmir,NA,Rubbin Off The Paint,0.734,0.751,1,-7.26,1,0.285,0.00529,0,0.183,0.56,161.997,audio_features,159916,4
64,2018,Hot R&B/Hip-Hop Songs,Famous Dex,A$AP Rocky,Pick It Up,0.921,0.467,1,-8.443,1,0.119,0.0149,2.38e-4,0.334,0.287,135.995,audio_features,191252,4
65,2018,Hot R&B/Hip-Hop Songs,Kodak Black,XXXTENTACION,Roll In Peace,0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,audio_features,213132,4
66,2018,Hot R&B/Hip-Hop Songs,Khalid,NA,Young Dumb & Broke,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-5,0.165,0.394,136.949,audio_features,202547,4
67,2018,Hot R&B/Hip-Hop Songs,Queen Naija,NA,Medicine,0.741,0.37,8,-8.437,0,0.324,0.24,0,0.118,0.13,116.06,audio_features,219136,4
68,2018,Hot R&B/Hip-Hop Songs,J. Cole,NA,KOD,0.831,0.782,0,-6.274,1,0.15,0.21,0,0.113,0.199,141.869,audio_features,191437,4
69,2018,Hot R&B/Hip-Hop Songs,21 Savage,NA,Bank Account,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-6,0.0871,0.376,75.016,audio_features,220307,4
70,2018,Hot R&B/Hip-Hop Songs,Post Malone,Nicki Minaj,Ball For Me,0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,audio_features,206267,4
71,2018,Hot R&B/Hip-Hop Songs,Eminem,Joyner Lucas,Lucky You,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,audio_features,244679,4
72,2018,Hot R&B/Hip-Hop Songs,Lil Skies,Landon Cube,Red Roses,0.691,0.683,0,-7.335,1,0.0954,0.547,0,0.221,0.456,140.002,audio_features,262544,4
73,2018,Hot R&B/Hip-Hop Songs,Lil Xan,NA,Betrayed,0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,audio_features,187173,4
74,2018,Hot R&B/Hip-Hop Songs,"Khalid, Ty Dolla $ign & 6LACK",NA,OTW,0.629,0.485,4,-11.835,0,0.0577,0.328,0.918,0.28,0.208,73.717,audio_features,266036,4
75,2018,Hot R&B/Hip-Hop Songs,Lil Pump,NA,Esskeetit,0.932,0.506,11,-7.755,1,0.161,0.022,0,0.0933,0.696,139.974,audio_features,181714,4
76,2018,Hot R&B/Hip-Hop Songs,Logic & Marshmello,NA,Everyday,0.668,0.519,1,-11.341,1,0.0428,0.00643,0.00343,0.0986,0.494,150.029,audio_features,204846,4
77,2018,Hot R&B/Hip-Hop Songs,Migos,NA,Narcos,0.936,0.588,7,-6.948,0,0.136,0.0146,0,0.139,0.238,124.987,audio_features,255379,4
78,2018,Hot R&B/Hip-Hop Songs,NF,NA,Lie,0.753,0.66,5,-6.542,1,0.133,0.161,0,0.236,0.182,95.003,audio_features,209213,4
79,2018,Hot R&B/Hip-Hop Songs,Chris Brown,"Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,0.82,0.696,7,-4.918,0,0.182,0.119,0,0.231,0.617,144.981,audio_features,292910,4
80,2018,Hot R&B/Hip-Hop Songs,Kodak Black,Travis Scott & Offset,ZEZE,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,audio_features,228760,4
81,2018,Hot R&B/Hip-Hop Songs,Lil Skies,Landon Cube,Nowadays,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,audio_features,203908,4
82,2018,Hot R&B/Hip-Hop Songs,Yella Beezy,NA,That's On Me,0.803,0.648,4,-9.185,0,0.198,0.0288,0,0.0904,0.538,131.925,audio_features,219552,4
83,2018,Hot R&B/Hip-Hop Songs,Eminem,NA,Killshot,0.892,0.651,0,-8.645,0,0.378,0.0989,0,0.371,0.599,105.814,audio_features,253580,4
84,2018,Hot R&B/Hip-Hop Songs,Kodak Black,Lil Wayne,Codeine Dreaming,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-5,0.124,0.574,155.007,audio_features,264532,4
85,2018,Hot R&B/Hip-Hop Songs,SZA,NA,The Weekend,0.487,0.366,8,-9.405,0,0.0531,0.241,0,0.126,0.161,68.191,audio_features,272187,5
87,2018,Hot R&B/Hip-Hop Songs,Cardi B,Migos,Drip,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,audio_features,262308,4
88,2018,Hot R&B/Hip-Hop Songs,YoungBoy Never Broke Again,NA,No Smoke,0.658,0.736,9,-6.097,0,0.308,0.113,0,0.0978,0.804,143.966,audio_features,160000,4
89,2018,Hot R&B/Hip-Hop Songs,Logic,Alessia Cara & Khalid,1-800-273-8255,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,audio_features,250173,4
90,2018,Hot R&B/Hip-Hop Songs,Lil' Duval,Snoop Dogg & Ball Greezy,Smile (Living My Best Life),0.874,0.727,8,-7.689,1,0.0777,0.09,5.83e-6,0.0759,0.427,98.97,audio_features,214160,4
91,2018,Hot R&B/Hip-Hop Songs,Daniel Caesar,H.E.R.,Best Part,0.473,0.371,4,-10.219,0,0.0405,0.795,0,0.109,0.413,75.208,audio_features,209400,4
92,2018,Hot R&B/Hip-Hop Songs,6ix9ine,NA,Kooda,0.885,0.641,1,-4.455,1,0.351,0.175,0,0.234,0.201,91.167,audio_features,142582,4
93,2018,Hot R&B/Hip-Hop Songs,Quavo,NA,W O R K I N M E,0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-6,0.338,0.267,170.023,audio_features,169620,4
94,2018,Hot R&B/Hip-Hop Songs,Drake,NA,Mob Ties,0.755,0.575,4,-8.393,0,0.0678,0.0456,0.00124,0.276,0.49,85.987,audio_features,205147,4
95,2018,Hot R&B/Hip-Hop Songs,Jhene Aiko,Swae Lee Or Rae Sremmurd,Sativa,0.741,0.61,6,-7.34,0,0.0512,0.315,0,0.534,0.72,125.99,audio_features,276960,4
96,2018,Hot R&B/Hip-Hop Songs,Kanye West,NA,All Mine,0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,audio_features,145507,4
97,2018,Hot R&B/Hip-Hop Songs,Meek Mill,Jeremih & PnB Rock,Dangerous,0.763,0.441,0,-8.211,1,0.256,0.0581,0,0.0458,0.538,86.093,audio_features,234589,4
98,2018,Hot R&B/Hip-Hop Songs,Travis Scott,NA,Stargazing,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-6,0.189,0.0564,150.007,audio_features,270715,4
99,2018,Hot R&B/Hip-Hop Songs,Lil Wayne,NA,Uproar,0.743,0.87,1,-2.188,1,0.212,0.0595,0,0.299,0.884,99.075,audio_features,194184,4
